Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,783,3017,5/15/2021,Patricia Molina,Peten,Poptun,1-285-64274-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,373,1476,11/21/2021,Monica Guzman,Jutiapa,Santa Catarina Mita,0-87522-630-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,143,2945,3/20/2021,Andres Silva,Alta Verapaz,San Cristabal Verapaz,1-5025-8216-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,917,6825,7/9/2021,Gabriela Castillo,Alta Verapaz,Santa Cruz Verapaz,1-4995-5490-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,936,2806,12/14/2021,Ismael Soto,Baja Verapaz,Rabinal,1-933974-47-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,154,4887,9/5/2021,Ernesto Soto,Suchitepequez,San Bernardino,1-306-94189-X
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,626,3737,12/10/2021,Ruth Leon,Peten,Santa Elena,1-5165-5494-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,172,4526,3/9/2021,Tomas Jimenez,Retalhuleu,San Felipe,0-498-54189-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,954,6688,10/22/2021,Pilar Fernandez,Santa Rosa,San Juan Tecuaco,1-84426-402-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,412,7735,8/8/2021,Laura Morales,Jalapa,Jalapa,1-4401-8099-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,439,5726,1/14/2021,Oscar Ramirez,Jutiapa,Santa Catarina Mita,0-434-20182-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,151,1514,10/2/2021,Gabriel Garcia,Quetzaltenango,Salcaja,1-970958-87-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,465,2728,10/18/2021,Alejandra Guzman,Alta Verapaz,Santa Cruz Verapaz,0-9812609-8-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,562,6736,10/31/2021,Sebastian Espinoza,Chimaltenango,Tecpan Guatemala,1-882441-94-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,356,2227,8/10/2021,Ana Mendoza,Suchitepequez,San Bernardino,1-232-03936-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,612,2716,11/9/2021,Alejandro Aguilar,Escuintla,La Gomera,0-87192-531-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,639,4638,2/9/2021,Esteban Velasquez,San Marcos,San Marcos,0-543-83163-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,126,3925,12/5/2021,Ramon Vargas,Escuintla,Palin,1-4769-0769-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,478,842,5/13/2021,Patricia Rivera,Escuintla,Palin,0-341-06381-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,832,1682,1/26/2021,Andres Ponce,Sacatepequez,Ciudad Vieja,1-244-26389-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,262,2178,6/5/2021,Natalia Diaz,Quetzaltenango,Olintepeque,1-921400-65-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,469,7274,5/29/2021,Fabiola Ponce,Alta Verapaz,Santa Cruz Verapaz,1-85030-337-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,751,6435,1/6/2021,Jorge Ortiz,Peten,Poptun,1-02-523947-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,786,6230,3/13/2021,Mariana Campos,Zacapa,Teculutan,1-4913-0414-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,678,4819,1/6/2021,Carmen Hernandez,Santa Rosa,Oratorio,0-646-66555-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,183,5672,6/18/2021,Marcela Acosta,Guatemala,Guatemala City,0-488-88125-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,309,5167,8/27/2021,Esperanza Reyes,Jalapa,San Pedro Pinula,1-76733-979-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,826,6020,6/13/2021,Alonso Cabrera,Suchitepequez,Patulul,0-04-904913-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,690,3714,12/3/2021,Alejandro Cabrera,Alta Verapaz,Santa Cruz Verapaz,0-918428-68-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,773,5306,10/26/2021,Juan Diaz,Izabal,Los Amates,1-9995723-4-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,710,4314,12/31/2021,Beatriz Rojas,Jutiapa,Agua Blanca,0-88096-469-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,622,3020,2/1/2021,Esperanza Castillo,Quetzaltenango,Salcaja,0-00-474363-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,846,6434,5/22/2021,Olga Aguilar,Suchitepequez,Patulul,1-155-12203-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,968,6287,12/10/2021,Elena Cabrera,Huehuetenango,Colotenango,0-257-42757-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,414,3309,10/27/2021,Roberto Leon,Zacapa,Teculutan,0-461-48813-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,730,7662,4/23/2021,Gustavo Ponce,Izabal,Los Amates,1-76490-081-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,540,3191,4/5/2021,Eduardo Ibarra,Quetzaltenango,Quetzaltenango,1-158-10062-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,681,7472,2/5/2021,Adrian Flores,Izabal,Morales,0-03-189467-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,664,3315,5/24/2021,Marcelo Lopez,El Progreso,San Antonio La Paz,1-63903-929-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,488,2309,4/21/2021,Ernesto Acosta,Izabal,El Estor,0-385-00484-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,825,7303,9/12/2021,Marcelo Ponce,Santa Rosa,Cuilapa,0-539-18751-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,753,4344,3/25/2021,Antonio Ibarra,Chimaltenango,Comalapa,0-370-27917-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,904,3450,10/28/2021,Miguel Ponce,Huehuetenango,San Pedro Necta,0-7218-7253-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,853,2624,2/15/2021,Andres Pacheco,Alta Verapaz,San Cristabal Verapaz,0-316-74886-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,298,2397,1/2/2021,Gloria Salazar,Totonicapan,San Bartolo,1-4726-6230-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,538,4549,11/10/2021,Ines Aguilar,Suchitepequez,Chicacao,1-230-88406-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,700,4405,12/9/2021,Martin Cortes,Jutiapa,Santa Catarina Mita,0-01-819612-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,341,2015,10/5/2021,Fabiola Martinez,Jutiapa,Asuncion Mita,1-60623-489-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,966,7357,4/4/2021,Cristian Salazar,Peten,Santa Elena,0-88770-010-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,954,4637,1/16/2021,Maria Vazquez,Quetzaltenango,Quetzaltenango,0-04-090396-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,897,6475,9/21/2021,Alonso Ibarra,Chimaltenango,Patzun,1-78050-929-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,907,4672,4/16/2021,Carolina Fernandez,Quetzaltenango,San Carlos Sija,1-01-113438-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,500,5631,4/21/2021,Adrian Gomez,Izabal,Los Amates,1-79630-323-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,134,3272,11/30/2021,Javier Medina,Huehuetenango,Huehuetenango,0-8484-1731-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,540,3208,7/15/2021,Ines Ponce,Zacapa,Zacapa,1-61891-829-X
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,381,6474,3/19/2021,Monica Morales,Sacatepequez,Antigua Guatemala,0-8170-2492-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,819,3575,2/2/2021,Cecilia Guzman,Peten,Poptun,1-340-08893-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,555,7743,11/20/2021,Adriana Acosta,El Progreso,San Antonio La Paz,0-946201-88-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,587,3926,12/11/2021,Daniel Ramirez,Huehuetenango,San Pedro Necta,0-12-429416-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,639,1905,2/20/2021,Margarita Martinez,Chimaltenango,Comalapa,1-5126-3601-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,438,4311,8/27/2021,Gustavo Soto,Baja Verapaz,Rabinal,1-238-00555-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,457,7201,12/2/2021,Sandra Acosta,Retalhuleu,Retalhuleu,1-62104-855-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,368,7412,7/20/2021,Ricardo Pacheco,Peten,Flores,1-72936-066-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,243,4386,2/7/2021,Olga Gomez,Solola,San Lucas Toliman,0-367-07519-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,390,843,7/12/2021,angela Rivera,Chiquimula,Esquipulas,0-383-02339-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,596,5350,7/3/2021,Marcelo Soto,Quiche,Uspantan,1-70490-009-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,483,5087,2/27/2021,Roberto Guzman,Retalhuleu,Champerico,0-644-80124-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,934,1800,8/11/2021,Juana Reyes,Suchitepequez,San Antonio Suchitepequez,1-935590-99-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,636,6795,3/7/2021,Estela Campos,Peten,Flores,0-405-56014-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,286,3271,8/31/2021,Esperanza Martinez,Jalapa,San Luis Jilotepeque,0-05-121671-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,741,963,3/9/2021,Manuel Molina,Suchitepequez,San Bernardino,0-204-25879-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,615,5843,12/6/2021,Gabriela Cortes,Chiquimula,Chiquimula,1-71538-188-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,140,6801,8/30/2021,Luisa Ramirez,Chiquimula,Chiquimula,0-03-456191-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,950,7203,6/25/2021,angela Velasquez,Quiche,Uspantan,0-377-58238-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,478,4014,4/21/2021,Fernando Ponce,Totonicapan,San Cristobal Totonicapan,0-7474-7151-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,146,3522,10/10/2021,Olga Morales,Suchitepequez,San Bernardino,1-4857-3119-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,477,2056,11/9/2021,Samuel Morales,Peten,Flores,0-461-18225-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,869,3579,12/3/2021,Beatriz Mendoza,San Marcos,San Pedro Sacatepequez,1-72008-512-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,921,7020,9/11/2021,Vicente Castro,El Progreso,San Agustin Acasaguastlan,1-79573-401-9
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,116,5800,11/4/2021,Antonio Ortiz,Totonicapan,San Bartolo,1-06-029347-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,952,6866,2/17/2021,Gabriel Garcia,El Progreso,Guastatoya,0-271-24367-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,247,1966,12/20/2021,Alfredo Gomez,Solola,San Lucas Toliman,1-64400-659-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,961,5679,11/9/2021,Josefa Vazquez,Chimaltenango,Patzun,0-322-00203-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,466,7223,4/7/2021,Antonio Pacheco,Guatemala,Guatemala City,1-84706-006-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,423,3348,7/18/2021,Enrique Guerrero,El Progreso,San Antonio La Paz,1-210-96692-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,920,7812,2/14/2021,Ines Pacheco,Retalhuleu,Nuevo San Carlos,0-88307-178-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,983,2031,3/2/2021,Yolanda Rodriguez,Quetzaltenango,Olintepeque,0-241-55610-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,322,7252,11/6/2021,Alonso Ibarra,Quetzaltenango,San Carlos Sija,0-15-582308-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,835,2746,12/17/2021,Elena Chavez,Guatemala,Villa Nueva,1-82504-533-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,496,6195,2/27/2021,Francisco Garcia,Chimaltenango,Comalapa,0-581-56933-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,979,4342,3/15/2021,Beatriz Ibarra,Quetzaltenango,Salcaja,0-7981-4315-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,821,5124,2/5/2021,Raquel Soto,Solola,Panajachel,0-355-58905-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,155,1693,4/20/2021,Roberto Vega,Baja Verapaz,San Jeronimo,0-7966-7834-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,805,659,1/28/2021,Alejandro Silva,Zacapa,Rio Hondo,0-18-063435-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,171,2518,9/20/2021,Marcos Salazar,El Progreso,Morazan,0-452-44597-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,642,6519,12/14/2021,Ignacio Mendoza,Izabal,El Estor,0-905524-58-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,611,7868,12/2/2021,Martin Salazar,El Progreso,Sanarate,0-7882-0944-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,801,6096,2/1/2021,Sofia Silva,Retalhuleu,San Sebastian,1-7358187-1-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,170,1528,4/18/2021,Diana Paredes,Totonicapan,San Cristobal Totonicapan,1-344-02672-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,339,621,3/9/2021,Marcos Aguilar,Jutiapa,Jutiapa,1-905771-78-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,887,7021,11/26/2021,Adrian Hernandez,Jutiapa,El Progreso,1-09-300897-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,408,5801,6/3/2021,Gabriela Garcia,Sacatepequez,Antigua Guatemala,0-434-51832-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,997,6359,4/27/2021,Josefa Fernandez,Chimaltenango,Tecpan Guatemala,1-05-677020-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,705,830,12/29/2021,Gustavo Aguilar,Alta Verapaz,Santa Cruz Verapaz,1-4378-5602-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,837,4514,5/26/2021,Miguel Acosta,Zacapa,Rio Hondo,1-62593-283-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,324,7584,12/7/2021,Andrea Garcia,Suchitepequez,Mazatenango,0-18-236538-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,567,6635,7/28/2021,Carolina Cruz,Chiquimula,Chiquimula,0-413-48074-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,639,4481,6/3/2021,Martin Ponce,Zacapa,Zacapa,1-01-686571-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,737,505,11/26/2021,Rosa Fernandez,Guatemala,Guatemala City,1-192-57326-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,755,4868,3/20/2021,Alfredo Ramos,Chiquimula,Esquipulas,1-4925-9592-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,574,6690,7/12/2021,Josefa Salazar,Chiquimula,San Jose La Arada,0-533-14430-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,946,3734,1/28/2021,Silvia Velasquez,Quetzaltenango,Quetzaltenango,1-71136-632-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,980,5760,11/15/2021,Josefa Salazar,Solola,Panajachel,0-599-85425-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,243,2901,1/30/2021,Andrea Ponce,Sacatepequez,Antigua Guatemala,1-84163-741-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,305,1256,6/15/2021,Salvador Medina,Quetzaltenango,San Carlos Sija,0-7092-6562-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,927,5980,4/22/2021,Fernando Martinez,Izabal,Puerto Barrios,1-82988-034-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,399,2811,6/2/2021,Luis Ortiz,Escuintla,La Gomera,1-912735-71-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,410,3625,7/9/2021,Samuel Fernandez,Chiquimula,San Jose La Arada,1-306-35270-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,656,6886,1/10/2021,Carmen Velasquez,Sacatepequez,Pastores,0-85839-637-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,580,6542,4/29/2021,Adriana Vargas,Guatemala,San Miguel Petapa,0-7114-5060-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,988,3121,7/27/2021,Carolina Aguilar,Chimaltenango,Patzun,0-284-00541-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,753,7484,6/17/2021,Isabel Flores,Quetzaltenango,Quetzaltenango,0-85776-397-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,478,1555,7/5/2021,Gabriela Castillo,Zacapa,La Union,0-8029-4128-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,717,1677,3/28/2021,Daniel Ramirez,Quiche,Uspantan,1-187-23751-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,220,3749,8/9/2021,Carlos Martinez,Suchitepequez,Patulul,0-09-224297-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,237,6208,3/3/2021,Diego Rojas,Jutiapa,Jutiapa,0-201-12129-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,397,6131,9/28/2021,Francisco Paredes,Zacapa,Gualan,1-958027-01-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,892,5636,2/26/2021,Patricia Campos,Suchitepequez,San Antonio Suchitepequez,1-144-22555-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,166,3902,7/3/2021,Lucia Alvarez,Jalapa,Jalapa,0-391-47863-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,964,4201,5/7/2021,Yolanda Martinez,El Progreso,Guastatoya,0-242-23586-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,144,845,12/17/2021,Ismael Cabrera,Jutiapa,Santa Catarina Mita,1-62402-056-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,810,7684,8/26/2021,Luis Ortiz,Chiquimula,Esquipulas,1-4722-6671-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,768,5998,3/24/2021,Adriana Morales,Baja Verapaz,Salama,0-635-02394-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,449,4593,10/16/2021,Julia Rodriguez,Escuintla,Santa Lucia Cotzumalguapa,1-5383-1150-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,811,1779,11/29/2021,Tomas Rojas,Jalapa,San Luis Jilotepeque,0-301-38643-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,561,1325,1/8/2021,Ernesto Torres,Zacapa,Teculutan,0-87331-624-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,586,3625,3/20/2021,Paola Paredes,Baja Verapaz,Purulha,0-362-95795-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,302,5725,12/31/2021,Claudia Castillo,Totonicapan,Totonicapan,0-88217-428-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,311,4647,9/5/2021,Rosa Silva,Izabal,El Estor,0-02-722080-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,617,1748,11/7/2021,Rosa Diaz,Peten,Santa Elena,0-581-79743-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,310,5336,11/15/2021,Carolina Ramirez,Quetzaltenango,Cantel,1-953418-20-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,686,6710,5/28/2021,Monica Ortiz,Santa Rosa,Santa Maria Ixhuatan,1-59074-196-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,296,2943,10/14/2021,Ramon Ramos,Izabal,El Estor,1-930722-97-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,473,1354,10/12/2021,Salvador Cabrera,Solola,San Pedro La Laguna,1-4958-1587-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,198,3280,8/2/2021,Adriana Alvarez,Suchitepequez,Mazatenango,0-09-181776-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,976,3104,8/2/2021,Lucia Navarro,Guatemala,Mixco,0-87920-790-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,259,4555,5/29/2021,Cristian Ramos,Baja Verapaz,Cubulco,1-371-06349-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,487,3433,5/13/2021,Alejandro Medina,Santa Rosa,Barberena,1-122-95368-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,250,2175,9/3/2021,Carlos Salazar,Alta Verapaz,San Cristabal Verapaz,0-420-74164-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,513,5334,7/16/2021,Ramon Rivera,Suchitepequez,San Antonio Suchitepequez,0-7163-1043-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,487,6653,5/27/2021,Raul Cruz,Santa Rosa,San Juan Tecuaco,1-65283-354-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,843,4893,6/17/2021,Pedro Sanchez,Santa Rosa,Oratorio,0-658-96176-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,144,2502,5/20/2021,Miguel Jimenez,Alta Verapaz,Tactic,0-334-31498-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,465,7724,12/26/2021,Gabriela Chavez,Quiche,Uspantan,0-640-72602-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,645,6658,9/15/2021,Cecilia Mendoza,Totonicapan,San Bartolo,0-8096-5192-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,488,2082,4/11/2021,Francisco Chavez,Solola,San Juan La Laguna,1-252-09639-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,886,1829,5/8/2021,Sandra Guerrero,Alta Verapaz,Santa Cruz Verapaz,1-267-45068-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,828,1281,11/20/2021,Margarita Morales,Sacatepequez,Sumpango,1-65557-229-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,505,4518,11/7/2021,Carmen Leon,Chimaltenango,Comalapa,1-5406-3306-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,690,6885,10/11/2021,Martin Ibarra,Baja Verapaz,Rabinal,0-225-40922-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,792,6124,4/17/2021,Oscar Pacheco,Zacapa,La Union,0-393-19165-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,831,7752,11/6/2021,Juana Guerrero,Escuintla,La Gomera,0-17-376296-4
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,389,1201,1/9/2021,Marcela Sanchez,Totonicapan,San Cristobal Totonicapan,1-70518-745-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,805,6148,4/11/2021,Tomas Jimenez,El Progreso,Morazan,1-85707-045-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,515,4106,3/2/2021,Luis Ramirez,Totonicapan,Momostenango,1-5154-7647-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,102,6410,9/7/2021,Laura Cortes,Escuintla,Tiquisate,1-80103-487-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,102,7195,2/22/2021,Marcos Torres,Huehuetenango,Huehuetenango,0-224-56332-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,923,7271,10/28/2021,Veronica Guerrero,Solola,San Pedro La Laguna,0-464-19749-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,136,5220,12/19/2021,Natalia Jimenez,Totonicapan,Momostenango,1-56432-802-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,576,2721,2/8/2021,Alfredo Torres,Jutiapa,Santa Catarina Mita,0-607-99307-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,386,2213,2/21/2021,Pilar Silva,Chimaltenango,Chimaltenango,1-4248-5998-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,604,4441,10/5/2021,Rosa Silva,Quetzaltenango,Quetzaltenango,0-89182-924-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,780,5712,10/1/2021,Yolanda Salazar,Peten,Poptun,1-249-42212-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,910,6784,11/29/2021,Beatriz Acosta,Huehuetenango,La Democracia,0-909574-90-1
