Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,263,5766,3/12/2020,Gustavo Garcia,Alta Verapaz,Tactic,1-5225-8323-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,879,5659,8/23/2020,Daniel Guzman,Huehuetenango,San Pedro Necta,1-84700-339-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,119,6033,7/18/2020,Ismael Ramos,San Marcos,Concepcion Tutuapa,0-88510-966-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,211,4365,11/22/2020,Ines Ponce,Quiche,Santo Tomas Chichicastenango,1-5229-3593-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,668,3917,9/26/2020,Julia Velasquez,Totonicapan,San Cristobal Totonicapan,1-06-188563-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,932,2577,4/17/2020,Raul Silva,Solola,San Lucas Toliman,0-529-07415-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,338,6115,2/17/2020,Claudia Velasquez,Jalapa,San Pedro Pinula,0-15-031300-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,229,4288,3/9/2020,Diana Guzman,San Marcos,Sibinal,0-522-57656-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,258,2049,9/17/2020,Marcelo Chavez,Chimaltenango,Chimaltenango,1-893512-26-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,176,1984,6/10/2020,Javier Gonzalez,Guatemala,Villa Nueva,1-00-009779-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,833,2546,8/7/2020,Pablo Castro,Retalhuleu,San Felipe,1-295-39525-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,313,4507,3/16/2020,Alejandro Ponce,Baja Verapaz,Purulha,0-08-187097-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,840,4971,8/28/2020,Pedro Vargas,Escuintla,La Gomera,1-64006-394-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,634,3693,10/21/2020,Josefa Ortiz,Jalapa,Jalapa,1-151-60168-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,736,932,10/25/2020,Susana Cruz,Zacapa,Rio Hondo,1-945354-44-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,505,699,9/23/2020,Gloria Martinez,Jutiapa,Santa Catarina Mita,1-80954-000-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,512,3711,12/30/2020,Olga Gomez,Zacapa,La Union,1-334-27556-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,419,6993,6/19/2020,Gabriel Navarro,Suchitepequez,Chicacao,1-60995-751-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,904,3739,5/15/2020,Susana Flores,Quetzaltenango,San Carlos Sija,1-81371-864-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,875,4649,7/10/2020,Ines Torres,Solola,San Lucas Toliman,1-966415-07-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,229,2933,6/10/2020,Gabriela Flores,Suchitepequez,Patulul,0-931880-13-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,179,4287,6/12/2020,Diego Sanchez,Quiche,Santo Tomas Chichicastenango,0-459-96878-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,337,6921,2/29/2020,Susana Guerrero,Izabal,Los Amates,0-584-66585-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,215,6520,8/7/2020,Isabel Medina,Suchitepequez,Mazatenango,0-89429-764-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,483,5314,10/25/2020,Alejandro Gonzalez,Zacapa,Gualan,0-87378-309-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,209,2527,8/29/2020,Manuel Alvarez,Quiche,Uspantan,1-878026-46-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,461,6367,1/6/2020,Josefa Medina,San Marcos,Concepcion Tutuapa,0-14-836140-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,545,4758,7/23/2020,Manuel Gonzalez,Retalhuleu,Retalhuleu,0-9964705-5-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,564,2054,2/14/2020,Mario Medina,Guatemala,Mixco,1-275-09798-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,576,637,2/9/2020,Gloria Sanchez,Santa Rosa,Barberena,0-01-780415-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,382,2784,9/19/2020,Esperanza Medina,San Marcos,Sibinal,1-364-33941-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,103,2087,9/1/2020,Raquel Fernandez,Solola,San Pedro La Laguna,0-8435-7113-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,614,7765,8/10/2020,Susana Espinoza,Peten,San Benito,1-60528-989-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,750,7145,1/17/2020,Martin Pacheco,Quiche,Santa Cruz del Quiche,0-548-41440-8
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,771,1613,4/14/2020,Esperanza Molina,Peten,Sayaxche,0-9613586-3-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,396,3650,3/14/2020,Estela Chavez,Chimaltenango,Tecpan Guatemala,0-7263-8994-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,266,7653,7/10/2020,Ramon Ponce,Baja Verapaz,Salama,0-9632190-0-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,474,6728,5/27/2020,Josefa Navarro,Guatemala,Villa Nueva,0-680-12586-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,985,7892,8/15/2020,Raquel Navarro,Chimaltenango,Patzun,0-7742-1714-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,833,653,9/12/2020,Diana Ramos,Quetzaltenango,Quetzaltenango,0-687-84540-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,854,5741,9/19/2020,Vicente Medina,Chiquimula,Concepcion Las Minas,1-296-04369-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,627,7725,2/14/2020,Luz Acosta,Guatemala,Santa Catarina Pinula,0-85970-904-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,302,6975,10/24/2020,Mario Perez,El Progreso,Guastatoya,1-72400-073-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,102,6554,3/6/2020,Luz Alvarez,Baja Verapaz,Salama,0-593-92384-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,868,6435,6/3/2020,Raquel Espinoza,Izabal,Los Amates,1-03-666043-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,111,3826,7/31/2020,Carolina Ortiz,Quiche,Uspantan,1-05-182188-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,504,1696,10/9/2020,Beatriz Jimenez,Suchitepequez,San Bernardino,0-629-42390-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,229,922,3/29/2020,Elena Flores,Huehuetenango,La Democracia,0-618-88474-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,726,1280,4/28/2020,Adrian Medina,Chimaltenango,Comalapa,1-83776-070-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,432,3947,8/21/2020,Luisa Diaz,Chiquimula,Chiquimula,0-507-81630-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,170,948,4/23/2020,Pedro Guzman,Guatemala,Villa Nueva,1-4303-3760-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,313,5757,7/16/2020,Elena Espinoza,Peten,Flores,0-7324-9349-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,493,5099,12/5/2020,Lorena Alvarez,Guatemala,Mixco,1-924121-23-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,407,5207,6/17/2020,Lucia Ramos,Solola,Solola,1-09-200236-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,737,4597,3/21/2020,Luisa Garcia,Izabal,Livingston,1-08-785099-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,680,7235,2/8/2020,Laura Molina,Izabal,Puerto Barrios,1-67485-955-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,817,4467,4/18/2020,Mariana Ortiz,Izabal,Livingston,1-72357-744-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,285,6587,2/27/2020,Mirta Torres,Sacatepequez,Jocotenango,1-67592-579-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,827,6399,7/31/2020,Juana Vargas,Jalapa,Mataquescuintla,1-07-913886-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,886,6145,10/26/2020,Marcos Paredes,Retalhuleu,San Sebastian,1-80162-706-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,541,1422,5/10/2020,Javier Torres,Baja Verapaz,Purulha,1-08-222135-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,559,5904,9/19/2020,Tomas Sanchez,Suchitepequez,Mazatenango,0-07-118293-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,566,4196,11/8/2020,Ricardo Diaz,Santa Rosa,Cuilapa,1-09-309407-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,580,5276,1/30/2020,Sandra Sanchez,Solola,Solola,0-288-09669-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,595,7883,7/15/2020,angela Ibarra,Alta Verapaz,Santa Cruz Verapaz,1-927139-47-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,145,7164,7/22/2020,Monica Mendoza,Jutiapa,Jutiapa,1-128-60126-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,737,5973,3/7/2020,Esteban Cruz,Jutiapa,Agua Blanca,0-02-726472-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,666,6952,8/6/2020,Marcos Castro,Jutiapa,Asuncion Mita,0-7572-5149-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,924,2853,8/17/2020,Rosa Flores,San Marcos,Sibinal,1-85875-180-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,730,5364,1/15/2020,Diego Gomez,Izabal,Los Amates,1-55421-906-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,913,7711,4/14/2020,Pablo Ortiz,Baja Verapaz,San Jeronimo,0-16-618846-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,622,4617,1/12/2020,Valeria Lopez,Baja Verapaz,San Jeronimo,0-7288-0062-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,488,3496,3/2/2020,Carolina Guerrero,Escuintla,Palin,1-4679-8549-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,768,7218,7/27/2020,Patricia Paredes,Chiquimula,Camotan,0-441-59122-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,681,4421,2/28/2020,Andres Rojas,Quetzaltenango,San Carlos Sija,1-886916-85-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,330,7951,9/6/2020,Maria Cruz,Chiquimula,Camotan,1-4631-6397-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,430,6346,10/11/2020,Diego Velasquez,Chimaltenango,Chimaltenango,1-81550-185-5
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,585,6938,1/14/2020,Raul Pacheco,Sacatepequez,Sumpango,0-568-92926-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,905,4562,3/12/2020,Luz Guzman,Quetzaltenango,Salcaja,1-181-93867-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,465,7427,8/9/2020,Raquel Ibarra,Peten,Sayaxche,0-10-974095-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,576,4333,3/30/2020,Lorena Cruz,Quetzaltenango,San Carlos Sija,0-7367-9268-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,687,7120,10/28/2020,Gloria Medina,Suchitepequez,San Antonio Suchitepequez,0-17-732200-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,718,7006,4/12/2020,Teresa Rojas,Sacatepequez,Sumpango,0-9567894-3-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,601,6367,4/22/2020,Monica Velasquez,Izabal,Morales,1-62496-338-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,638,3681,6/21/2020,Salvador Ortiz,Baja Verapaz,Rabinal,1-59724-104-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,195,5286,11/11/2020,Fernando Guerrero,Quetzaltenango,Quetzaltenango,0-8252-3138-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,506,5213,10/24/2020,Valeria Guerrero,El Progreso,San Antonio La Paz,1-298-86702-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,400,3206,11/7/2020,Simon Gonzalez,Chimaltenango,Tecpan Guatemala,1-5419-1047-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,602,5563,12/29/2020,Oscar Guzman,Guatemala,Santa Catarina Pinula,0-89906-589-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,784,6151,1/21/2020,Enrique Acosta,Quiche,Santa Cruz del Quiche,1-895052-52-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,563,3928,10/20/2020,Claudia Espinoza,Quiche,Santa Cruz del Quiche,0-8443-1098-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,343,5510,2/1/2020,Mario Cruz,Escuintla,Santa Lucia Cotzumalguapa,0-492-69552-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,768,1170,8/12/2020,Alejandro Romero,Quiche,Santa Cruz del Quiche,1-63376-618-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,896,3925,9/12/2020,Mariana Ponce,El Progreso,San Agustin Acasaguastlan,0-7730-4783-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,199,5962,10/26/2020,Susana Navarro,Suchitepequez,San Antonio Suchitepequez,1-292-40862-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,902,5272,5/6/2020,Carmen Pacheco,Sacatepequez,Antigua Guatemala,0-8231-3763-5
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,229,2381,1/7/2020,Diego Castro,Solola,San Lucas Toliman,1-4247-4546-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,562,2909,3/14/2020,Ernesto Rodriguez,Quiche,Chichicastenango,0-690-47785-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,609,1735,6/22/2020,Ramon Espinoza,Chimaltenango,Tecpan Guatemala,0-350-51488-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,966,886,3/23/2020,Fernando Lopez,Chimaltenango,Chimaltenango,0-9582217-4-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,601,4707,12/4/2020,Susana Acosta,Jalapa,Jalapa,1-76981-327-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,745,7336,8/10/2020,Francisco Salazar,Jutiapa,Jutiapa,1-341-46500-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,651,7247,12/15/2020,Juana Guerrero,Retalhuleu,San Felipe,0-07-603700-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,849,1819,1/30/2020,Mariana Cruz,El Progreso,Sanarate,0-496-20193-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,197,6010,12/5/2020,Juana Romero,Jutiapa,El Progreso,0-695-21623-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,155,930,6/17/2020,Alejandra Chavez,Izabal,El Estor,0-7236-6851-5
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,532,6903,7/25/2020,Rosa Gonzalez,Retalhuleu,Champerico,0-613-34863-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,655,6757,5/14/2020,Laura Leon,Chimaltenango,Comalapa,0-88372-581-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,364,3036,11/19/2020,Diana Morales,Solola,San Pedro La Laguna,0-17-547601-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,911,1600,12/16/2020,Gustavo Rodriguez,Sacatepequez,Antigua Guatemala,1-08-565823-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,787,1781,2/11/2020,Alejandra Perez,Escuintla,Palin,1-302-01298-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,275,2490,1/7/2020,Ana Sanchez,Peten,Flores,1-77706-247-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,974,3337,7/21/2020,Ruth Torres,Quiche,Chichicastenango,0-7309-0056-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,831,2763,7/3/2020,Francisco Jimenez,Jalapa,San Luis Jilotepeque,1-74873-356-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,202,1553,11/11/2020,Francisco Cruz,Huehuetenango,San Juan Atitan,0-587-04021-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,814,850,11/27/2020,Monica Guzman,Escuintla,Palin,1-68760-461-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,229,3430,1/31/2020,Alonso Perez,Suchitepequez,Mazatenango,0-909096-90-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,573,7241,7/29/2020,Natalia Lopez,San Marcos,San Pedro Sacatepequez,1-68773-314-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,931,6368,10/18/2020,Lucia Aguilar,Quiche,Chichicastenango,1-221-71464-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,614,4749,4/26/2020,Raul Romero,Chimaltenango,Comalapa,1-84462-793-4
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,229,4536,12/25/2020,Natalia Ramos,Huehuetenango,San Pedro Necta,0-7704-3255-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,781,1206,2/1/2020,Antonio Lopez,Guatemala,Mixco,0-9956729-8-9
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,459,6168,3/23/2020,Diego Gonzalez,Chiquimula,San Jose La Arada,0-214-35071-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,849,7346,5/25/2020,Josefa Castillo,Chiquimula,Concepcion Las Minas,1-4802-5982-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,413,1951,4/14/2020,Salvador Ponce,Retalhuleu,Champerico,0-7368-4595-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,742,1020,10/10/2020,Lucia Medina,Jalapa,Monjas,0-7091-6823-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,404,5784,5/26/2020,Cecilia Guerrero,Solola,San Juan La Laguna,1-02-844749-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,550,6941,2/23/2020,Oscar Rivera,Totonicapan,Momostenango,1-173-91933-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,582,4246,12/17/2020,Margarita Lopez,Totonicapan,San Andres Xecul,1-85727-962-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,110,6447,7/6/2020,Gustavo Vazquez,Sacatepequez,Pastores,0-85361-771-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,463,7457,10/10/2020,Marcelo Campos,Huehuetenango,San Pedro Necta,1-04-085642-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,656,2174,3/18/2020,Patricia Fernandez,Huehuetenango,San Juan Atitan,0-88327-573-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,335,2034,11/18/2020,Patricia Ortiz,Escuintla,Escuintla,1-895213-69-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,245,824,6/10/2020,Felipe Acosta,Huehuetenango,San Juan Atitan,0-687-03452-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,795,6889,2/19/2020,Rosario Pacheco,Quiche,Chichicastenango,0-349-89903-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,869,2436,1/19/2020,Julia Aguilar,Izabal,Morales,1-117-54331-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,937,4287,11/18/2020,Valeria Soto,Baja Verapaz,Salama,0-7074-4262-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,802,3877,9/24/2020,Natalia Ponce,Santa Rosa,Santa Maria Ixhuatan,1-935391-78-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,758,3865,12/26/2020,Adriana Molina,Izabal,Morales,0-247-70789-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,687,7553,8/31/2020,Marcos Cabrera,Alta Verapaz,San Cristabal Verapaz,0-08-995885-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,539,1376,2/4/2020,Alejandra Pacheco,Guatemala,Guatemala City,0-352-91728-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,414,3770,1/17/2020,Roberto Sanchez,Baja Verapaz,Cubulco,1-68846-789-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,733,4527,7/4/2020,Salvador Torres,Escuintla,Tiquisate,0-489-70331-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,713,3034,10/10/2020,Aurora Romero,Chiquimula,Camotan,1-302-52026-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,163,2264,9/10/2020,Beatriz Castillo,Escuintla,Santa Lucia Cotzumalguapa,0-7331-1259-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,905,7635,3/1/2020,Elena Ibarra,Quetzaltenango,Olintepeque,0-9839208-0-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,371,4926,9/24/2020,Marcos Leon,Santa Rosa,Cuilapa,1-191-90127-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,613,5475,6/16/2020,Miguel Guerrero,Totonicapan,Totonicapan,0-7920-7258-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,519,7469,8/26/2020,Rosa Reyes,Quetzaltenango,Cantel,1-366-73548-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,575,1168,9/8/2020,Sandra Diaz,Jutiapa,Santa Catarina Mita,0-622-50890-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,325,3630,3/22/2020,Teresa Castro,Suchitepequez,Patulul,0-9885796-3-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,887,6852,6/9/2020,Adrian Lopez,Izabal,Los Amates,1-04-164692-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,772,3508,6/15/2020,Enrique Gomez,Totonicapan,San Bartolo,1-149-14608-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,342,5300,6/2/2020,Diana Medina,El Progreso,Guastatoya,0-308-34128-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,469,3525,11/8/2020,Raul Rojas,Zacapa,Teculutan,0-619-21912-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,564,3368,1/8/2020,Isabel Martinez,Retalhuleu,San Felipe,1-09-511512-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,110,1641,9/12/2020,Teresa Silva,Totonicapan,Totonicapan,0-539-12424-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,435,7142,5/22/2020,Beatriz Flores,Peten,Santa Elena,1-66633-995-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,646,3088,8/18/2020,Laura Garcia,Chiquimula,Esquipulas,1-952758-16-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,261,1098,11/15/2020,Adrian Jimenez,San Marcos,Sibinal,0-281-55824-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,449,636,4/8/2020,Cecilia Torres,Alta Verapaz,Santa Cruz Verapaz,0-8448-5902-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,738,2069,1/10/2020,Javier Fernandez,Alta Verapaz,Coban,0-7326-6048-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,433,1750,10/12/2020,Claudia Romero,Sacatepequez,Sumpango,0-657-82334-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,845,745,8/18/2020,Mariana Cortes,Guatemala,Santa Catarina Pinula,0-01-976641-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,795,1138,12/17/2020,Juan Leon,Retalhuleu,San Sebastian,1-72036-801-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,338,1546,9/28/2020,Marcela Molina,Jutiapa,Jutiapa,0-8101-7348-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,840,2351,8/10/2020,Ines Fernandez,Chimaltenango,Chimaltenango,0-460-81614-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,304,3478,5/2/2020,Martin Fernandez,Chiquimula,Camotan,0-507-96444-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,630,1194,11/3/2020,Isabel Diaz,Retalhuleu,Champerico,0-7943-5653-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,993,7235,11/5/2020,Carmen Molina,Quiche,Santo Tomas Chichicastenango,1-175-00987-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,568,5928,7/9/2020,Ruth Torres,Jutiapa,El Progreso,1-225-45476-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,293,7272,8/30/2020,Carlos Cabrera,Jutiapa,Asuncion Mita,0-8445-5455-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,332,7489,7/8/2020,Mario Rodriguez,Retalhuleu,Nuevo San Carlos,1-397-41262-3
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,197,3625,10/20/2020,Antonio Leon,Chimaltenango,San Martin Jilotepeque,1-151-28327-4
