Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,873,1204,3/12/2022,Fernando Hernandez,Baja Verapaz,San Jeronimo,1-80336-182-4
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,203,1499,4/29/2022,Emilio Gonzalez,Quetzaltenango,Quetzaltenango,0-345-89993-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,319,6087,6/29/2022,Oscar Ponce,Izabal,Morales,0-388-63240-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,818,3519,1/20/2022,Esteban Romero,Quetzaltenango,San Carlos Sija,1-395-48866-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,294,6384,2/6/2022,Beatriz Perez,Zacapa,Teculutan,0-380-61407-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,583,3218,8/6/2022,Estela Ponce,Retalhuleu,San Sebastian,1-323-79248-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,890,5073,12/24/2022,Sofia Rodriguez,Totonicapan,San Bartolo,1-59326-290-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,499,2944,3/31/2022,Ricardo Romero,San Marcos,Tejutla,1-9735-6678-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,944,5440,10/4/2022,Gabriela Torres,Solola,San Pedro La Laguna,1-78127-103-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,906,7549,10/18/2022,Julia Flores,Jutiapa,Asuncion Mita,1-62209-723-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,186,5134,8/3/2022,Luisa Paredes,Escuintla,Santa Lucia Cotzumalguapa,0-7819-7234-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,235,1960,4/2/2022,Marcos Garcia,Jalapa,Monjas,1-395-69677-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,359,5512,4/8/2022,Sergio Navarro,Peten,Poptun,1-67246-287-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,603,4263,1/7/2022,Esteban Garcia,Peten,Santa Elena,1-240-64152-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,573,2205,8/11/2022,Manuel Mendoza,Peten,Flores,1-65082-713-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,151,7920,3/12/2022,Rosa Ortiz,Chimaltenango,Chimaltenango,0-04-812933-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,700,4251,5/13/2022,Alejandra Morales,Quiche,Santo Tomas Chichicastenango,1-04-951947-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,153,7414,3/27/2022,Ignacio Hernandez,Jalapa,San Luis Jilotepeque,0-9638698-0-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,122,1393,6/15/2022,Gabriel Fernandez,San Marcos,San Pedro Sacatepequez,0-8164-4883-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,509,4916,5/24/2022,Fabiola Vargas,Retalhuleu,Retalhuleu,1-4629-7106-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,318,2969,6/2/2022,Enrique Leon,Retalhuleu,Retalhuleu,1-338-07190-4
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,644,7798,8/15/2022,Ricardo Romero,Suchitepequez,San Bernardino,0-8329-0279-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,769,7819,1/6/2022,Lorena Ramirez,Chiquimula,Esquipulas,1-04-481229-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,567,2228,11/14/2022,Rafael Chavez,Chimaltenango,Comalapa,1-314-37781-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,801,7664,2/26/2022,Mariana Rivera,El Progreso,San Agustin Acasaguastlan,1-77164-908-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,448,7756,10/28/2022,Fabiola Salazar,Jutiapa,Asuncion Mita,1-78861-467-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,628,5035,6/11/2022,Raul Diaz,Jalapa,San Luis Jilotepeque,1-55899-880-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,418,4938,3/10/2022,Natalia Ramos,Solola,Solola,0-909325-42-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,888,835,8/29/2022,Marcos Mendoza,Sacatepequez,Sumpango,1-60024-695-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,202,4308,4/5/2022,Enrique Molina,Totonicapan,Momostenango,1-04-660779-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,793,7527,12/14/2022,Gustavo Reyes,Chiquimula,Esquipulas,0-453-38766-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,142,4919,4/15/2022,Raquel Vargas,Guatemala,San Miguel Petapa,1-5154-0096-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,654,1167,11/5/2022,Marcelo Leon,San Marcos,San Pedro Sacatepequez,0-88886-541-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,553,5090,11/25/2022,Rosario Navarro,Chiquimula,Esquipulas,1-7342297-9-9
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,538,3982,8/18/2022,Manuel Sanchez,Quiche,Santo Tomas Chichicastenango,0-05-090708-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,139,5479,10/14/2022,Alejandra Ramos,Santa Rosa,Barberena,1-4787-8349-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,718,6487,10/13/2022,Francisco Mendoza,Santa Rosa,Oratorio,1-81272-582-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,930,3679,12/8/2022,Gloria Vazquez,Chimaltenango,Patzun,1-205-79598-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,667,975,12/23/2022,Gustavo Silva,Solola,Panajachel,0-330-50269-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,653,5605,4/7/2022,Julia Ponce,San Marcos,San Marcos,0-14-269174-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,302,4627,4/20/2022,Lucia Gonzalez,Jalapa,Monjas,1-5032-6194-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,622,5281,5/27/2022,Pedro Ponce,Totonicapan,San Andres Xecul,1-894779-27-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,330,6480,6/23/2022,Rosario Cruz,Izabal,Puerto Barrios,0-579-97434-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,586,1114,12/5/2022,Esteban Salazar,Jutiapa,El Progreso,0-395-59282-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,779,4278,3/24/2022,Hugo Pacheco,Zacapa,La Union,0-276-47505-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,102,7308,7/10/2022,Salvador Velasquez,Totonicapan,San Bartolo,1-61519-999-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,483,6120,10/2/2022,Juana Leon,Retalhuleu,Retalhuleu,0-565-86377-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,977,2946,6/22/2022,Estela Silva,Totonicapan,San Andres Xecul,1-70425-166-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,113,5403,10/16/2022,Veronica Campos,Solola,Panajachel,0-566-84622-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,761,6784,10/22/2022,Ricardo Rojas,Quetzaltenango,Cantel,0-8005-2085-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,728,4842,2/4/2022,Ismael Ibarra,Retalhuleu,San Felipe,0-382-56441-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,827,7920,4/24/2022,Gloria Rojas,Sacatepequez,Ciudad Vieja,0-7935-1070-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,275,3124,4/17/2022,Arturo Gomez,Quiche,Chichicastenango,1-65047-972-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,433,2784,2/6/2022,Yolanda Mendoza,Retalhuleu,Retalhuleu,1-64490-636-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,224,5895,7/7/2022,Sebastian Guzman,Izabal,Los Amates,1-5259-1635-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,833,1871,10/15/2022,Oscar Ponce,Escuintla,Tiquisate,1-07-878983-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,156,2255,10/26/2022,Ignacio Espinoza,Jalapa,Jalapa,0-17-612672-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,507,2769,12/12/2022,Carmen Soto,Suchitepequez,Mazatenango,0-385-94329-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,404,3456,3/10/2022,Mariana Perez,Retalhuleu,Champerico,0-19-070624-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,146,1886,12/10/2022,Monica Silva,Alta Verapaz,Coban,0-18-528013-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,478,4279,8/17/2022,Esperanza Romero,Solola,Panajachel,0-7960-0023-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,901,1829,4/7/2022,Martin Espinoza,Chimaltenango,Chimaltenango,1-163-87192-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,566,5238,5/17/2022,Roberto Vega,Alta Verapaz,San Cristabal Verapaz,0-461-93898-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,366,2229,5/16/2022,Alfredo Espinoza,Sacatepequez,Antigua Guatemala,1-4828-5994-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,234,5015,6/29/2022,Julio Flores,Quetzaltenango,Cantel,0-9934525-0-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,112,1128,3/2/2022,Aurora Soto,Totonicapan,San Bartolo,1-00-543004-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,599,5719,4/12/2022,Ricardo Mendoza,Solola,Solola,0-344-15971-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,575,6126,3/20/2022,Fabiola Medina,Jutiapa,El Progreso,1-5093-6422-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,376,1381,4/27/2022,Hugo Leon,Jalapa,San Pedro Pinula,1-252-95871-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,616,5514,2/20/2022,Luisa Vazquez,Baja Verapaz,Cubulco,1-241-87572-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,600,2373,4/7/2022,Gloria Guzman,Guatemala,Guatemala City,1-109-40676-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,182,3346,8/22/2022,Marcela Rivera,Quiche,Nebaj,0-624-66325-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,196,4438,11/1/2022,Patricia Cabrera,Suchitepequez,San Bernardino,1-374-28981-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,471,6396,10/7/2022,Mario Hernandez,Quetzaltenango,Olintepeque,1-62348-119-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,323,5468,4/13/2022,Raul Guerrero,Peten,Flores,1-381-23598-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,420,1630,6/18/2022,Juana Cruz,San Marcos,Tejutla,1-390-81220-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,152,3774,6/7/2022,Gabriela Fernandez,El Progreso,San Agustin Acasaguastlan,1-85777-294-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,395,5961,7/14/2022,Lucia Cruz,Chiquimula,San Jose La Arada,1-341-94023-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,626,7166,10/5/2022,Diana Molina,Quiche,Santa Cruz del Quiche,0-661-18196-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,665,2067,2/15/2022,Martin Perez,Sacatepequez,Jocotenango,1-348-28040-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,541,1467,2/23/2022,Francisco Mendoza,Quetzaltenango,Olintepeque,1-162-92922-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,915,3259,8/6/2022,Margarita Gomez,Alta Verapaz,Tactic,1-365-75191-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,321,7899,1/1/2022,Ricardo Acosta,Zacapa,La Union,1-9864-7373-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,710,1756,11/5/2022,Gustavo Guerrero,Quiche,Nebaj,1-02-422328-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,715,1183,3/25/2022,Javier Ortiz,Peten,Santa Elena,1-08-860753-5
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,662,3401,11/22/2022,Teresa Martinez,El Progreso,San Antonio La Paz,1-331-71603-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,912,6940,4/20/2022,Rafael Gomez,Suchitepequez,Patulul,1-165-34829-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,573,7787,10/30/2022,Simon Paredes,Chiquimula,Camotan,0-04-042462-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,117,5151,12/5/2022,Carlos Guerrero,Retalhuleu,San Felipe,0-543-31184-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,243,7508,4/19/2022,Silvia Gomez,Peten,San Benito,0-7747-5853-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,440,3385,3/29/2022,Vicente Martinez,Huehuetenango,Colotenango,0-509-32136-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,109,1914,1/30/2022,Diana Jimenez,Escuintla,La Gomera,0-7347-1782-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,778,5862,12/12/2022,Yolanda Rodriguez,Chimaltenango,Tecpan Guatemala,0-258-94286-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,422,1594,6/29/2022,Silvia Fernandez,Santa Rosa,Barberena,1-00-447845-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,703,4630,6/10/2022,Esperanza Vega,Peten,Poptun,0-650-23086-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,131,3809,10/27/2022,Vicente Paredes,Jutiapa,Santa Catarina Mita,0-216-64419-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,846,2835,5/18/2022,Mirta Soto,Huehuetenango,San Pedro Necta,0-693-58587-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,188,966,12/4/2022,Carlos Campos,Escuintla,La Gomera,1-971423-07-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,522,2830,7/9/2022,Rafael Cruz,Solola,Panajachel,1-57909-522-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,359,863,5/31/2022,Jose Perez,Suchitepequez,Chicacao,1-286-05192-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,485,7506,4/28/2022,Carlos Martinez,Suchitepequez,Mazatenango,1-4925-2038-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,894,7955,1/5/2022,Manuel Silva,Jutiapa,Asuncion Mita,1-77015-332-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,950,4301,3/2/2022,Pablo Alvarez,Quetzaltenango,San Carlos Sija,1-162-48900-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,648,3448,3/7/2022,Fernando Soto,Jalapa,Mataquescuintla,1-4695-0221-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,552,2648,1/28/2022,Fabiola Medina,Quiche,Nebaj,1-07-937597-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,230,1589,5/24/2022,Gabriel Rojas,Guatemala,Guatemala City,0-240-44611-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,783,5959,8/24/2022,Sofia Martinez,Izabal,Puerto Barrios,1-75295-688-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,167,1053,3/15/2022,Andrea Molina,Jalapa,Monjas,1-134-33981-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,826,5528,4/9/2022,Antonio Leon,Huehuetenango,Huehuetenango,0-599-12320-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,290,4554,7/22/2022,Ismael Ramirez,Suchitepequez,Chicacao,1-69672-042-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,405,5289,1/2/2022,Andrea Vazquez,Sacatepequez,Jocotenango,1-122-58305-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,459,546,11/26/2022,Yolanda Vega,Quiche,Santa Cruz del Quiche,1-289-36489-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,515,2918,3/27/2022,Gabriela Mendoza,Totonicapan,Totonicapan,1-900368-70-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,592,3804,3/15/2022,Silvia Fernandez,Chimaltenango,Chimaltenango,0-13-829719-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,894,6099,11/10/2022,Luz Vargas,Escuintla,Santa Lucia Cotzumalguapa,0-354-60181-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,127,5567,9/1/2022,Gustavo Navarro,Quetzaltenango,Cantel,0-208-10310-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,698,7211,7/2/2022,Cristian Paredes,Chimaltenango,Patzun,0-382-92942-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,356,3523,3/3/2022,Marcos Ibarra,El Progreso,Guastatoya,1-133-34110-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,911,5786,4/30/2022,Pilar Vega,Izabal,Livingston,1-84765-614-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,882,5572,3/12/2022,Samuel Perez,Retalhuleu,Champerico,0-938802-15-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,327,2650,3/27/2022,Fernando Rojas,Retalhuleu,San Felipe,1-365-13281-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,723,1453,11/2/2022,Emilio Diaz,Escuintla,Santa Lucia Cotzumalguapa,1-355-44155-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,745,5706,8/17/2022,Martin Perez,Jalapa,Jalapa,0-9655896-4-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,373,2032,9/8/2022,Oscar Cortes,Zacapa,Gualan,1-7379024-6-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,572,1103,6/10/2022,Diana Rivera,El Progreso,San Agustin Acasaguastlan,1-989353-49-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,524,7067,11/1/2022,Felipe Romero,Peten,Santa Elena,1-281-87322-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,262,2793,5/26/2022,Ines Rojas,Quiche,Santa Cruz del Quiche,0-446-67758-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,421,729,1/18/2022,Mariana Morales,Retalhuleu,Champerico,0-917890-17-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,795,1086,2/28/2022,Felipe Ramos,Huehuetenango,San Juan Atitan,1-890413-57-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,704,3886,11/2/2022,Gabriel Chavez,Chimaltenango,Chimaltenango,0-641-05279-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,676,4864,2/2/2022,Antonio Ortiz,Chiquimula,Chiquimula,1-85302-302-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,453,642,5/7/2022,Mariana Torres,Quiche,Nebaj,1-5443-0452-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,194,6794,12/28/2022,Diana Aguilar,Quetzaltenango,San Carlos Sija,1-58336-619-9
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,892,7912,3/19/2022,Gabriela Castro,Santa Rosa,Barberena,1-202-12563-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,828,1504,4/10/2022,Hugo Vazquez,Baja Verapaz,San Jeronimo,1-01-867756-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,493,6039,2/19/2022,Pilar Vargas,Solola,San Pedro La Laguna,0-665-97403-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,294,5939,2/2/2022,Elena Molina,Baja Verapaz,San Jeronimo,1-78866-246-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,911,3081,3/6/2022,Gabriel Ibarra,El Progreso,San Antonio La Paz,0-11-495577-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,456,6691,7/11/2022,Jose Lopez,Huehuetenango,San Juan Atitan,0-7215-8904-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,692,1870,9/11/2022,Samuel Vazquez,Jalapa,San Luis Jilotepeque,1-164-67729-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,309,3926,7/17/2022,Cecilia Velasquez,Santa Rosa,Cuilapa,1-232-67083-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,633,6984,10/31/2022,Estela Hernandez,Alta Verapaz,Coban,1-00-639782-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,613,7168,8/31/2022,Miguel Chavez,Quetzaltenango,Cantel,0-522-79888-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,300,2661,2/16/2022,Marcela Espinoza,Chiquimula,Concepcion Las Minas,1-227-11565-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,326,7352,3/2/2022,Marcos Perez,El Progreso,Sanarate,1-295-44965-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,952,2124,6/25/2022,Pablo Espinoza,Quiche,Uspantan,1-375-64999-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,784,4570,12/10/2022,Pilar Velasquez,Quetzaltenango,San Carlos Sija,0-556-37435-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,278,6505,4/7/2022,Marcelo Paredes,Baja Verapaz,Cubulco,0-442-33820-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,887,4692,9/5/2022,Mariana Vega,Retalhuleu,Nuevo San Carlos,1-374-35207-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,650,5212,6/6/2022,Sandra Aguilar,Retalhuleu,Retalhuleu,0-7598-5511-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,257,2369,10/13/2022,Luz Alvarez,Peten,Poptun,0-937494-22-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,436,2613,1/7/2022,Natalia Ortiz,Peten,Flores,1-71758-047-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,580,2956,8/26/2022,Margarita Castillo,Baja Verapaz,Rabinal,0-395-50304-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,255,4157,1/26/2022,Raul Flores,Santa Rosa,Oratorio,0-8003-8122-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,433,6599,2/12/2022,Gustavo Torres,Guatemala,Mixco,0-7148-7372-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,390,7059,2/20/2022,Roberto Vega,Quetzaltenango,San Carlos Sija,1-148-00660-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,107,4941,8/27/2022,Manuel Morales,Suchitepequez,San Antonio Suchitepequez,1-86366-253-7
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,896,7955,7/27/2022,Raquel Medina,Totonicapan,Momostenango,0-520-96453-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,244,1040,10/3/2022,Fabiola Ibarra,Escuintla,Santa Lucia Cotzumalguapa,1-84402-257-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,742,5432,10/18/2022,Carmen Cortes,Quetzaltenango,San Carlos Sija,1-211-86166-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,882,6252,6/22/2022,Emilio Gomez,Izabal,Los Amates,1-905434-16-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,439,5201,9/19/2022,Ernesto Campos,Sacatepequez,Pastores,1-381-65248-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,772,1892,3/8/2022,Oscar Alvarez,Alta Verapaz,Santa Cruz Verapaz,1-4134-9643-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,366,6303,5/26/2022,Alejandra Romero,Totonicapan,San Andres Xecul,0-8362-8624-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,742,2264,10/18/2022,Juan Leon,Huehuetenango,Huehuetenango,1-398-48072-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,197,1954,8/14/2022,Gabriela Campos,San Marcos,Concepcion Tutuapa,0-8081-2324-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,728,1951,11/12/2022,Mariana Mendoza,Zacapa,Rio Hondo,0-07-267325-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,979,7161,7/6/2022,Ricardo Sanchez,Baja Verapaz,Rabinal,1-56551-961-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,169,4900,7/10/2022,Silvia Leon,Zacapa,Zacapa,1-78689-080-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,972,6744,6/9/2022,Alfredo Ramirez,Santa Rosa,Santa Maria Ixhuatan,0-201-74668-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,580,7847,6/7/2022,Ricardo Castillo,Santa Rosa,Cuilapa,0-8018-2452-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,862,6129,12/17/2022,Laura Vazquez,El Progreso,Guastatoya,1-306-88150-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,162,5274,2/1/2022,Arturo Leon,Huehuetenango,Colotenango,1-56100-131-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,633,938,6/2/2022,Fabiola Reyes,Chiquimula,San Jose La Arada,1-383-61527-6
