Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,254,4089,9/5/2023,Laura Vargas,Alta Verapaz,San Cristabal Verapaz,0-366-45044-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,711,843,4/21/2023,Fernando Guzman,Suchitepequez,San Bernardino,0-926171-85-2
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,110,5452,2/21/2023,Juan Chavez,Baja Verapaz,Salama,0-362-82387-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,529,2387,4/21/2023,Marcela Gomez,San Marcos,Tejutla,1-79133-119-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,111,7361,3/24/2023,Vicente Leon,Jutiapa,Santa Catarina Mita,0-85214-595-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,603,3579,5/3/2023,Pilar Flores,Chiquimula,Concepcion Las Minas,0-403-53506-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,522,1398,7/21/2023,Emilio Ramirez,Zacapa,La Union,0-461-89062-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,332,1322,11/25/2023,Gabriel Castillo,Izabal,Livingston,0-9719404-0-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,189,6258,2/11/2023,Martin Vargas,Solola,Panajachel,1-328-26047-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,853,4393,4/2/2023,Sandra Vazquez,Quiche,Nebaj,0-329-24094-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,711,1307,9/25/2023,Silvia Lopez,Baja Verapaz,Purulha,0-07-585579-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,502,4919,1/24/2023,Julio Navarro,Quetzaltenango,Olintepeque,0-471-37958-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,460,3760,12/2/2023,Cristian Ramos,El Progreso,Sanarate,0-679-95963-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,288,4274,5/23/2023,Cecilia Torres,Jalapa,Mataquescuintla,1-67206-727-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,980,643,3/2/2023,Vicente Jimenez,Guatemala,Mixco,0-9855694-0-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,867,6343,4/18/2023,Adrian Medina,Guatemala,Mixco,1-72648-685-0
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,888,5312,10/27/2023,Ricardo Chavez,Totonicapan,Momostenango,0-283-35161-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,889,7661,12/23/2023,Beatriz Campos,Santa Rosa,Santa Maria Ixhuatan,0-02-038230-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,165,1842,7/25/2023,Maria Acosta,Guatemala,Mixco,1-76343-683-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,494,619,2/8/2023,Carlos Cortes,Quiche,Chichicastenango,0-345-04424-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,974,1875,12/24/2023,Luis Lopez,Retalhuleu,San Felipe,0-16-324272-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,791,5765,3/10/2023,Francisco Morales,Jalapa,Mataquescuintla,0-481-49930-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,222,6045,10/12/2023,Rosa Mendoza,Totonicapan,San Andres Xecul,0-19-117861-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,153,6153,1/25/2023,Ricardo Ortiz,Alta Verapaz,Coban,1-69304-298-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,420,2262,11/9/2023,Vicente Ortiz,Chimaltenango,Comalapa,1-79710-319-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,266,6147,2/6/2023,Javier Castro,Peten,Poptun,0-7316-1412-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,824,1571,3/18/2023,Monica Ponce,Suchitepequez,San Antonio Suchitepequez,0-946334-35-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,738,5663,5/24/2023,Rafael Gomez,Jalapa,Jalapa,1-5312-9432-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,328,3913,4/5/2023,Roberto Molina,Quetzaltenango,San Carlos Sija,0-519-18649-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,428,2903,8/1/2023,angela Guerrero,El Progreso,San Agustin Acasaguastlan,0-86703-412-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,474,1272,7/26/2023,Gloria Morales,Huehuetenango,La Democracia,0-579-23895-4
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,848,6254,1/24/2023,Mario Gonzalez,Escuintla,Tiquisate,0-7767-7149-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,111,1653,6/28/2023,Martin Pacheco,Alta Verapaz,Tucuru,0-278-02273-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,198,2553,10/3/2023,Samuel Espinoza,Izabal,El Estor,0-17-405199-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,370,707,12/13/2023,Lucia Ramos,Baja Verapaz,San Jeronimo,0-8014-7699-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,550,2125,6/7/2023,Mirta Cruz,Suchitepequez,Patulul,1-9811-4037-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,799,7136,7/1/2023,Luz Acosta,Suchitepequez,Mazatenango,1-84954-654-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,336,6020,1/3/2023,Ines Ortiz,San Marcos,Sibinal,0-7647-0457-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,670,764,4/20/2023,Isabel Ramirez,Chiquimula,Chiquimula,0-8156-4410-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,538,1501,12/29/2023,Aurora Ramos,Zacapa,Rio Hondo,1-68933-438-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,957,7373,6/9/2023,Vicente Gomez,Jutiapa,El Progreso,0-289-32420-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,806,3506,1/1/2023,Martin Martinez,Quetzaltenango,Salcaja,1-74155-515-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,840,6806,11/20/2023,Estela Hernandez,Huehuetenango,Huehuetenango,1-239-75587-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,855,3259,5/28/2023,Arturo Ramirez,Suchitepequez,Patulul,1-71505-104-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,808,5300,12/2/2023,Marcos Castillo,Alta Verapaz,Tucuru,1-71829-032-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,616,7785,11/7/2023,Luz Fernandez,Quiche,Santo Tomas Chichicastenango,0-514-12929-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,816,1354,11/11/2023,Rosario Guzman,Quiche,Santa Cruz del Quiche,1-230-04508-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,740,4613,5/7/2023,Patricia Vargas,Escuintla,Santa Lucia Cotzumalguapa,1-889242-70-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,169,1964,9/20/2023,Ismael Morales,Escuintla,Palin,0-283-79773-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,436,7700,3/2/2023,Ana Castro,Alta Verapaz,San Cristabal Verapaz,1-296-37788-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,811,1028,5/12/2023,Claudia Ortiz,Santa Rosa,San Juan Tecuaco,0-2282-5423-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,733,7711,2/2/2023,Cristian Pacheco,Baja Verapaz,Salama,0-273-47541-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,780,991,11/12/2023,Elena Flores,Guatemala,Villa Nueva,1-381-93120-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,112,4268,3/5/2023,Fabiola Rojas,Alta Verapaz,San Cristabal Verapaz,1-05-557088-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,759,3505,1/15/2023,Esteban Navarro,Huehuetenango,Huehuetenango,0-302-22459-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,426,5375,3/1/2023,Ignacio Paredes,Guatemala,Mixco,1-226-39752-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,298,2815,2/26/2023,Carmen Pacheco,Peten,Flores,1-106-22229-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,905,1541,7/25/2023,Carlos Hernandez,Huehuetenango,San Pedro Necta,0-386-64123-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,671,891,2/22/2023,Ignacio Mendoza,Santa Rosa,Santa Maria Ixhuatan,1-67168-203-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,183,6988,12/18/2023,Juana Rivera,El Progreso,Sanarate,0-255-23775-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,174,3575,3/7/2023,Lucia Ramirez,Solola,San Pedro La Laguna,1-72995-801-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,669,6574,11/12/2023,Jose Diaz,Quiche,Santo Tomas Chichicastenango,1-994666-44-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,358,2840,9/6/2023,Javier Espinoza,Escuintla,Tiquisate,0-7891-2889-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,252,7347,6/5/2023,Diana Garcia,Quetzaltenango,San Carlos Sija,0-11-066701-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,596,5216,8/23/2023,Raul Reyes,Jutiapa,Santa Catarina Mita,1-09-340604-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,681,5573,1/12/2023,Gabriel Castillo,San Marcos,Tejutla,0-552-56019-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,590,1523,12/12/2023,Marcos Gonzalez,Escuintla,Escuintla,1-968985-70-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,481,4465,11/20/2023,Jose Torres,El Progreso,Sanarate,0-07-071213-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,188,3939,3/3/2023,Salvador Rivera,Quetzaltenango,Salcaja,0-321-91937-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,845,5561,11/12/2023,Pablo Guerrero,Chimaltenango,Patzun,0-19-164520-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,707,2069,11/29/2023,Rafael Paredes,Guatemala,Villa Nueva,0-14-728870-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,420,3504,10/11/2023,Mirta Rojas,Solola,Panajachel,0-260-67220-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,663,2438,5/6/2023,Adrian Perez,Escuintla,Santa Lucia Cotzumalguapa,1-246-83006-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,918,1091,6/12/2023,Javier Chavez,Jalapa,San Pedro Pinula,1-5396-8429-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,213,6723,7/29/2023,Estela Ortiz,Izabal,Livingston,1-158-79314-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,965,2820,12/29/2023,Adrian Gomez,Sacatepequez,Sumpango,0-414-37005-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,621,1548,12/31/2023,Rosa Vargas,Solola,Solola,0-324-31963-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,253,2544,6/11/2023,Gabriel Leon,El Progreso,Sanarate,0-389-02770-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,707,3323,1/15/2023,Laura Gonzalez,Baja Verapaz,San Jeronimo,1-870466-30-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,589,7751,4/30/2023,Lucia Cortes,Chimaltenango,Chimaltenango,1-64001-477-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,510,4121,4/30/2023,Ismael Medina,El Progreso,Morazan,0-7454-1565-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,170,616,9/22/2023,Jose Ibarra,Jutiapa,El Progreso,1-204-15705-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,458,2240,1/9/2023,Sergio Ortiz,Guatemala,Villa Nueva,0-487-04785-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,601,3692,5/12/2023,Felipe Velasquez,Santa Rosa,Santa Maria Ixhuatan,1-4463-3685-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,334,7089,8/21/2023,Raul Diaz,Jutiapa,Asuncion Mita,1-4327-9924-X
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,496,4909,11/16/2023,Veronica Vargas,Jalapa,Jalapa,0-04-838456-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,203,3000,2/12/2023,Juan Guerrero,Totonicapan,Totonicapan,0-15-085607-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,882,631,1/26/2023,Marcela Salazar,El Progreso,Morazan,1-388-64541-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,394,2502,9/14/2023,Hugo Guzman,Suchitepequez,Mazatenango,0-521-55776-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,760,3656,5/1/2023,Olga Gomez,Solola,Solola,1-257-37235-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,636,6626,1/16/2023,Silvia Reyes,Quetzaltenango,San Carlos Sija,1-80412-587-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,743,3289,12/13/2023,Fabiola Fernandez,Guatemala,Mixco,0-89837-161-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,226,6910,4/9/2023,Ramon Hernandez,Izabal,Los Amates,0-275-79484-9
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,715,1704,5/9/2023,Diego Medina,Santa Rosa,Oratorio,0-8449-3748-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,556,6548,2/26/2023,Carmen Guzman,Solola,Solola,1-4420-6538-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,135,1690,12/26/2023,Luis Ibarra,Escuintla,Escuintla,1-71961-200-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,575,6449,1/23/2023,Pedro Guzman,Zacapa,Gualan,1-149-52546-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,811,4386,2/25/2023,Javier Guerrero,El Progreso,Guastatoya,1-9763-3256-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,299,7115,12/3/2023,Ines Medina,Solola,San Juan La Laguna,1-72291-572-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,556,3416,11/4/2023,Fabiola Campos,Solola,San Juan La Laguna,0-540-62186-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,243,3841,7/21/2023,Alejandra Espinoza,Santa Rosa,Barberena,0-447-39476-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,689,1948,1/10/2023,Vicente Acosta,Totonicapan,Totonicapan,0-19-093336-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,955,4114,10/14/2023,Hugo Paredes,Chiquimula,San Jose La Arada,1-76012-887-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,344,2982,1/29/2023,Alfredo Romero,Quiche,Santo Tomas Chichicastenango,1-906874-42-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,340,2006,1/15/2023,Carlos Jimenez,Zacapa,Zacapa,1-320-13864-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,454,6555,3/17/2023,Diana Castillo,Quiche,Chichicastenango,0-530-52709-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,690,1066,10/3/2023,Esperanza Jimenez,Chimaltenango,Patzun,0-333-62221-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,377,6704,3/17/2023,Cecilia Diaz,Quetzaltenango,Olintepeque,0-10-808260-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,383,1810,4/15/2023,Josefa Salazar,Huehuetenango,Huehuetenango,1-114-08944-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,158,5886,4/24/2023,Simon Gonzalez,Zacapa,Teculutan,1-63202-629-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,888,7577,11/16/2023,Ricardo Guzman,Peten,San Benito,1-109-02467-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,815,7230,4/2/2023,Esteban Rojas,Santa Rosa,Santa Maria Ixhuatan,1-4701-0561-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,571,631,10/6/2023,Oscar Castro,Jutiapa,Asuncion Mita,0-568-71021-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,614,5577,11/2/2023,Esteban Alvarez,Alta Verapaz,Santa Cruz Verapaz,0-203-18940-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,902,2831,3/26/2023,Emilio Espinoza,Guatemala,Mixco,1-77038-639-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,534,6351,4/10/2023,Pedro Leon,Izabal,Livingston,0-8256-7657-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,396,5662,9/18/2023,Marcela Vega,Peten,Flores,0-312-21774-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,760,1980,11/6/2023,Susana Salazar,Zacapa,Teculutan,1-80560-580-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,712,4933,1/5/2023,Carlos Garcia,Quetzaltenango,Salcaja,1-78085-993-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,925,5427,4/25/2023,Rosario Vargas,Escuintla,Santa Lucia Cotzumalguapa,0-442-65528-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,987,2789,11/9/2023,Ines Ortiz,Izabal,Morales,1-4035-9305-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,402,7568,12/26/2023,Beatriz Paredes,San Marcos,San Pedro Sacatepequez,1-5484-1740-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,688,2106,9/5/2023,Adrian Alvarez,Suchitepequez,Chicacao,1-66379-181-3
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,993,2676,10/1/2023,Diana Gonzalez,Solola,San Lucas Toliman,1-5227-0683-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,971,4971,1/21/2023,Ruth Paredes,Suchitepequez,Mazatenango,1-5133-5158-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,800,2884,5/3/2023,Estela Cabrera,Suchitepequez,San Bernardino,1-4319-8369-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,627,3795,3/30/2023,Carolina Martinez,Guatemala,Santa Catarina Pinula,0-19-046166-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,370,5668,5/8/2023,Ruth Torres,Jalapa,Jalapa,1-66768-271-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,293,4012,12/26/2023,Fernando Cortes,Baja Verapaz,Rabinal,1-902682-88-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,984,1736,11/7/2023,Pedro Cabrera,Retalhuleu,Retalhuleu,0-9530528-6-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,892,510,1/16/2023,Manuel Martinez,Guatemala,Santa Catarina Pinula,1-62556-058-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,982,5446,3/17/2023,Aurora Leon,Jutiapa,Asuncion Mita,0-16-608509-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,138,6172,2/28/2023,Elena Hernandez,Alta Verapaz,Santa Cruz Verapaz,1-78816-650-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,807,5723,5/30/2023,Marcelo Medina,Sacatepequez,Antigua Guatemala,0-19-362796-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,338,6814,4/13/2023,Andrea Ibarra,Jalapa,San Luis Jilotepeque,0-903973-19-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,125,3997,1/20/2023,Roberto Fernandez,Chiquimula,Esquipulas,0-08-631541-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,530,2739,6/3/2023,Sergio Fernandez,Santa Rosa,San Juan Tecuaco,0-15-404851-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,861,7892,4/7/2023,Vicente Castillo,Solola,San Juan La Laguna,0-03-235812-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,941,2268,7/29/2023,Francisco Pacheco,Jalapa,Mataquescuintla,1-224-88024-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,672,5871,12/17/2023,Ricardo Espinoza,Totonicapan,San Bartolo,0-09-860870-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,865,1985,7/21/2023,Patricia Ramirez,Jalapa,Monjas,1-07-628402-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,332,1953,4/9/2023,Ana Perez,Chiquimula,Concepcion Las Minas,1-116-15279-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,855,4922,4/13/2023,Rosa Flores,Solola,Panajachel,0-499-34224-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,344,4009,4/30/2023,Susana Navarro,San Marcos,Sibinal,0-234-79600-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,710,3692,4/30/2023,Marcelo Sanchez,Chimaltenango,Patzun,1-926133-58-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,124,4520,4/6/2023,Ruth Guzman,Zacapa,Rio Hondo,1-68601-011-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,196,5498,12/26/2023,Ismael Soto,Quiche,Nebaj,0-573-02245-3
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,274,6194,10/17/2023,Enrique Reyes,Alta Verapaz,Tactic,1-321-32121-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,980,2474,10/26/2023,Daniel Garcia,Baja Verapaz,Salama,0-546-53693-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,699,3449,6/13/2023,Pedro Chavez,Izabal,Morales,0-87712-824-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,234,1169,7/15/2023,Estela Rodriguez,Alta Verapaz,Tucuru,0-87440-007-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,749,5060,7/19/2023,Simon Aguilar,Sacatepequez,Sumpango,1-05-347208-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,988,1498,6/22/2023,Josefa Rojas,Izabal,Morales,1-951919-61-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,780,4450,5/1/2023,Laura Cruz,Jalapa,Mataquescuintla,1-875548-51-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,442,3736,5/16/2023,Julio Ramirez,Izabal,Livingston,0-7721-4425-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,229,3415,1/25/2023,Julia Mendoza,Jutiapa,El Progreso,0-07-126862-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,254,4774,3/26/2023,Maria Molina,El Progreso,San Agustin Acasaguastlan,1-168-45113-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,785,3255,8/23/2023,Gustavo Garcia,Sacatepequez,Antigua Guatemala,1-329-29763-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,106,3332,7/17/2023,Marcela Rojas,Quetzaltenango,San Carlos Sija,0-378-68997-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,296,5558,4/2/2023,Samuel Silva,San Marcos,San Marcos,0-8342-6596-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,479,5792,11/26/2023,Samuel Torres,Baja Verapaz,Rabinal,0-9731719-3-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,808,6833,11/11/2023,Carolina Ortiz,Suchitepequez,San Antonio Suchitepequez,0-19-780555-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,809,4295,8/29/2023,Simon Morales,Zacapa,Rio Hondo,1-78905-101-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,708,6170,9/30/2023,Sandra Silva,Chimaltenango,Chimaltenango,0-680-41627-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,201,5326,1/27/2023,Alejandra Guerrero,Izabal,El Estor,0-08-682449-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,760,6987,6/27/2023,Diana Cabrera,San Marcos,Sibinal,0-281-54998-2
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,994,7720,3/16/2023,Gloria Castro,Guatemala,Santa Catarina Pinula,1-317-39845-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,336,7206,9/19/2023,Cristian Torres,Izabal,Los Amates,1-78474-510-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,890,4082,2/22/2023,Oscar Alvarez,Baja Verapaz,Purulha,1-03-519802-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,410,7725,12/15/2023,Pablo Martinez,Jutiapa,Agua Blanca,0-7716-4345-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,320,594,1/28/2023,Gloria Aguilar,Suchitepequez,San Antonio Suchitepequez,1-64171-580-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,957,7012,11/11/2023,Andrea Mendoza,El Progreso,San Antonio La Paz,0-639-37152-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,630,2244,8/6/2023,Vicente Perez,Retalhuleu,Champerico,1-996605-32-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,548,4581,7/30/2023,Josefa Gomez,El Progreso,Sanarate,1-273-01691-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,541,6882,6/24/2023,Julio Rivera,Escuintla,Palin,0-05-518125-2
