Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,354,2898,2/7/2024,Pablo Reyes,Santa Rosa,San Juan Tecuaco,0-7377-3313-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,116,5101,9/3/2024,Marcos Silva,Sacatepequez,Antigua Guatemala,1-5028-0973-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,209,936,4/24/2024,Ismael Campos,Retalhuleu,Retalhuleu,1-67614-901-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,567,1604,2/14/2024,Luz Vega,Izabal,Puerto Barrios,1-72992-835-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,285,4885,8/29/2024,Andrea Rivera,Izabal,Morales,0-920541-80-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,840,5333,5/9/2024,Julio Salazar,Quiche,Chichicastenango,0-18-267739-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,751,4027,3/11/2024,Valeria Chavez,Suchitepequez,Patulul,1-314-01647-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,128,6236,1/15/2024,Alejandra Ortiz,Baja Verapaz,San Jeronimo,0-473-71547-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,129,775,8/4/2024,Ramon Castro,El Progreso,San Antonio La Paz,0-424-57115-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,959,2833,1/30/2024,Oscar Vargas,Zacapa,Zacapa,0-334-32097-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,151,2372,6/23/2024,Esteban Cabrera,Quiche,Nebaj,1-236-08390-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,135,7656,2/22/2024,Valeria Hernandez,Escuintla,Escuintla,0-921178-11-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,484,7229,9/3/2024,Natalia Vargas,Izabal,Puerto Barrios,0-352-56074-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,428,1064,5/20/2024,Teresa Espinoza,Chimaltenango,Comalapa,1-4491-3532-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,299,4107,3/9/2024,Arturo Jimenez,Suchitepequez,Mazatenango,1-7334868-0-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,461,1349,5/29/2024,Isabel Gonzalez,Zacapa,Gualan,0-615-74529-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,213,6598,8/2/2024,Tomas Hernandez,Escuintla,Escuintla,0-17-918369-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,230,7429,8/10/2024,Mariana Mendoza,Chimaltenango,Tecpan Guatemala,1-55051-075-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,332,4044,8/27/2024,Raquel Castillo,Quiche,Chichicastenango,1-888849-89-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,631,1986,7/26/2024,Fabiola Ortiz,Jalapa,San Pedro Pinula,0-7057-3382-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,266,5474,9/6/2024,Julia Vega,Suchitepequez,Mazatenango,0-547-47145-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,692,2185,4/17/2024,Olga Gonzalez,El Progreso,Sanarate,1-4675-2677-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,103,1814,9/9/2024,Emilio Aguilar,Retalhuleu,Retalhuleu,0-290-34138-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,459,5765,3/15/2024,Ricardo Fernandez,Zacapa,Zacapa,0-675-62078-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,853,2071,4/26/2024,Ines Guerrero,Guatemala,Guatemala City,0-09-876316-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,795,7107,3/14/2024,Samuel Vargas,Chiquimula,San Jose La Arada,1-302-76196-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,820,4711,7/24/2024,Ricardo Ortiz,Retalhuleu,Retalhuleu,1-06-150877-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,532,804,3/28/2024,Simon Lopez,El Progreso,San Agustin Acasaguastlan,1-162-74098-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,363,3680,8/18/2024,Luz Morales,Totonicapan,San Bartolo,0-583-81108-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,535,2916,6/3/2024,Natalia Torres,Santa Rosa,Santa Maria Ixhuatan,0-7922-6550-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,343,3208,1/21/2024,Yolanda Acosta,Suchitepequez,Mazatenango,0-19-423375-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,169,7182,6/2/2024,Isabel Ortiz,Totonicapan,San Cristobal Totonicapan,1-04-386595-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,890,4338,3/13/2024,Veronica Hernandez,Izabal,Morales,0-400-29586-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,275,7106,3/30/2024,Ines Mendoza,Guatemala,Santa Catarina Pinula,0-9535941-5-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,359,3899,6/26/2024,Francisco Torres,Quiche,Chichicastenango,0-404-89209-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,177,1594,5/3/2024,Paola Rojas,Quiche,Uspantan,1-274-70741-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,560,7155,3/23/2024,Simon Hernandez,San Marcos,San Pedro Sacatepequez,0-619-57582-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,669,7773,9/7/2024,Diana Campos,Santa Rosa,Oratorio,0-89897-612-X
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,778,6132,7/31/2024,Luz Vazquez,El Progreso,Morazan,1-76857-752-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,482,3922,8/22/2024,Laura Soto,Santa Rosa,San Juan Tecuaco,1-08-060689-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,688,2304,2/7/2024,Josefa Molina,Chiquimula,Camotan,1-386-81243-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,302,7919,3/1/2024,Hugo Gomez,San Marcos,Sibinal,1-62977-070-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,248,5871,3/23/2024,Luis Molina,Baja Verapaz,San Jeronimo,0-331-35813-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,582,3614,4/17/2024,Alonso Romero,Suchitepequez,Mazatenango,1-05-652185-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,156,1064,1/20/2024,Carmen Campos,Peten,Sayaxche,1-278-86125-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,533,2123,5/2/2024,Claudia Vargas,Jutiapa,Agua Blanca,0-7339-0543-9
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,464,7866,7/16/2024,Pedro Cabrera,San Marcos,Tejutla,1-82331-429-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,447,3118,5/28/2024,Adrian Alvarez,Solola,San Pedro La Laguna,0-317-29765-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,465,4338,3/22/2024,Josefa Acosta,Solola,San Pedro La Laguna,1-86603-173-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,581,7334,9/8/2024,Alejandro Lopez,Baja Verapaz,Salama,1-4156-8437-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,736,1318,4/30/2024,Ernesto Ramirez,Chiquimula,Esquipulas,1-5435-3348-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,480,2973,8/9/2024,Beatriz Flores,Jalapa,Mataquescuintla,1-894483-03-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,355,1249,6/28/2024,Oscar Garcia,Escuintla,La Gomera,0-89481-473-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,954,6947,8/6/2024,Juan Rodriguez,Baja Verapaz,Salama,1-4139-5780-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,174,6973,5/2/2024,Antonio Gonzalez,Suchitepequez,Chicacao,1-56929-492-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,842,6033,5/18/2024,Javier Perez,El Progreso,San Agustin Acasaguastlan,0-281-19483-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,145,6445,2/26/2024,Valeria Gonzalez,Chiquimula,Chiquimula,1-74146-774-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,813,7962,3/30/2024,Javier Rojas,Solola,San Lucas Toliman,0-664-35390-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,144,3136,4/6/2024,Patricia Navarro,El Progreso,Morazan,0-85660-759-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,261,4679,5/19/2024,Arturo Chavez,Baja Verapaz,Purulha,1-307-39594-5
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,608,4492,5/26/2024,Alonso Perez,Santa Rosa,Santa Maria Ixhuatan,1-936359-03-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,340,4193,1/6/2024,angela Diaz,Santa Rosa,San Juan Tecuaco,0-08-425591-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,685,6770,7/14/2024,Tomas Velasquez,San Marcos,Sibinal,1-71200-393-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,884,6132,6/13/2024,Ernesto Vazquez,Sacatepequez,Sumpango,0-8427-2640-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,388,2719,6/13/2024,Carlos Campos,Huehuetenango,San Pedro Necta,0-336-09248-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,420,3008,5/27/2024,Gustavo Vargas,Escuintla,Tiquisate,0-8272-7105-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,294,1859,6/30/2024,Paola Ibarra,Peten,Sayaxche,0-543-04242-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,878,2761,8/19/2024,Gabriel Campos,Alta Verapaz,San Cristabal Verapaz,0-7417-8117-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,222,7826,9/10/2024,Julia Acosta,Totonicapan,San Cristobal Totonicapan,1-142-03106-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,355,7742,5/31/2024,Teresa Pacheco,Quiche,Nebaj,1-944624-21-X
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,919,5587,5/12/2024,Emilio Lopez,Alta Verapaz,Coban,1-81060-670-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,701,3338,1/12/2024,Mario Molina,Zacapa,Teculutan,0-17-431242-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,600,3758,9/3/2024,Juan Rivera,Chiquimula,Camotan,1-78497-814-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,948,1571,3/28/2024,Pablo Silva,El Progreso,San Antonio La Paz,0-588-12638-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,178,6879,5/13/2024,Cecilia Leon,Huehuetenango,San Pedro Necta,0-7561-6060-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,393,7734,2/3/2024,Diana Jimenez,Jalapa,Mataquescuintla,1-08-436533-2
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,337,4502,1/13/2024,Rosario Leon,Chimaltenango,Tecpan Guatemala,0-408-51016-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,678,6061,9/9/2024,Yolanda Guzman,Solola,Panajachel,1-120-09290-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,666,1274,1/6/2024,Javier Morales,Escuintla,Santa Lucia Cotzumalguapa,0-13-184493-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,880,4927,3/5/2024,Francisco Gonzalez,Izabal,Puerto Barrios,1-181-91809-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,223,7181,5/4/2024,Simon Ibarra,Guatemala,Mixco,1-4087-1671-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,293,1052,1/10/2024,angela Vargas,Baja Verapaz,Rabinal,1-59927-441-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,442,1241,2/20/2024,Mario Espinoza,Sacatepequez,Pastores,0-08-520890-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,343,5723,5/11/2024,Miguel Mendoza,El Progreso,Sanarate,1-332-74351-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,623,2594,1/24/2024,Jorge Vargas,Peten,Sayaxche,0-557-54498-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,668,4361,3/30/2024,Carmen Soto,Retalhuleu,Nuevo San Carlos,0-942558-49-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,630,3735,2/7/2024,Adriana Vargas,Alta Verapaz,San Cristabal Verapaz,1-68183-771-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,439,1704,6/23/2024,Valeria Espinoza,Jalapa,San Pedro Pinula,1-59912-200-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,444,7511,8/16/2024,Sebastian Ibarra,Alta Verapaz,Tucuru,0-657-23518-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,800,3024,3/2/2024,Cecilia Navarro,Jalapa,San Luis Jilotepeque,0-211-06813-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,258,7121,9/2/2024,Fabiola Vargas,Quetzaltenango,Salcaja,0-620-90462-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,846,7133,9/18/2024,Sandra Gonzalez,Retalhuleu,Retalhuleu,1-01-700657-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,883,2250,4/7/2024,Sergio Gomez,Guatemala,Santa Catarina Pinula,1-264-06573-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,430,7449,4/2/2024,Raquel Alvarez,Guatemala,San Miguel Petapa,1-120-01410-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,898,6561,5/1/2024,Eduardo Chavez,Baja Verapaz,Cubulco,1-81355-376-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,691,7515,3/20/2024,Claudia Alvarez,Peten,San Benito,0-9667331-7-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,375,6512,2/11/2024,Julio Cruz,Escuintla,Palin,1-9854-1214-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,912,6811,2/6/2024,Maria Gonzalez,Jalapa,Jalapa,0-550-85112-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,847,2168,7/12/2024,Natalia Velasquez,Sacatepequez,Jocotenango,1-282-54126-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,746,1925,1/24/2024,Raquel Jimenez,Peten,Flores,0-7004-7657-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,519,3883,6/11/2024,Diego Hernandez,Totonicapan,San Andres Xecul,0-600-26335-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,799,7443,7/30/2024,Antonio Salazar,San Marcos,San Marcos,0-644-53690-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,173,4799,5/13/2024,Ruth Ramirez,San Marcos,Concepcion Tutuapa,0-916247-65-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,588,2497,6/10/2024,Fernando Guerrero,Izabal,Los Amates,0-928150-69-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,754,2286,3/31/2024,Mario Perez,San Marcos,San Marcos,0-575-55140-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,393,1366,1/5/2024,Salvador Fernandez,Sacatepequez,Pastores,0-11-443307-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,715,558,7/27/2024,Lorena Cruz,Zacapa,Rio Hondo,0-385-56112-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,884,3524,8/16/2024,Sergio Jimenez,Escuintla,La Gomera,0-928549-75-5
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,570,1887,4/26/2024,Raquel Lopez,Escuintla,Tiquisate,0-441-25773-9
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,976,4595,7/22/2024,Luis Cabrera,Escuintla,La Gomera,1-314-34294-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,212,1897,1/8/2024,Roberto Salazar,Suchitepequez,San Bernardino,0-914218-95-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,531,2253,8/11/2024,Valeria Silva,Retalhuleu,San Sebastian,0-7658-3294-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,483,4125,7/1/2024,Beatriz Vazquez,Quetzaltenango,San Carlos Sija,0-86701-924-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,752,2355,6/14/2024,Beatriz Castro,Solola,Solola,0-02-358016-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,129,2189,7/12/2024,Antonio Salazar,Jalapa,Jalapa,1-271-43802-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,635,4107,4/7/2024,Ramon Perez,Chimaltenango,Patzun,0-502-00811-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,320,7932,2/8/2024,Martin Cortes,Chimaltenango,Tecpan Guatemala,1-995821-78-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,547,4488,2/24/2024,Jorge Mendoza,Totonicapan,Totonicapan,1-366-22821-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,812,3060,7/13/2024,Silvia Vega,Peten,Flores,1-83564-005-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,886,2065,3/12/2024,Oscar Acosta,San Marcos,Sibinal,1-134-06438-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,217,5319,6/17/2024,Arturo Ponce,Izabal,El Estor,1-368-41661-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,277,6375,4/24/2024,Cecilia Ramos,Guatemala,Santa Catarina Pinula,1-336-81359-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,660,6241,6/29/2024,Diana Martinez,Alta Verapaz,Coban,1-380-31801-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,236,3739,8/3/2024,Gloria Leon,Jalapa,Jalapa,0-349-99308-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,433,5116,3/9/2024,Marcela Vazquez,Suchitepequez,San Bernardino,1-67478-100-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,438,2283,8/8/2024,Fabiola Torres,Chiquimula,San Jose La Arada,0-16-248611-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,885,2310,4/29/2024,Juana Guzman,Solola,San Lucas Toliman,0-07-248205-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,275,5301,7/1/2024,Estela Lopez,Sacatepequez,Antigua Guatemala,0-496-43389-X
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,879,6334,5/16/2024,Carmen Aguilar,Jalapa,San Pedro Pinula,1-82534-301-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,283,7042,1/15/2024,Juan Mendoza,Escuintla,Palin,0-630-57751-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,321,6776,6/1/2024,Rafael Silva,Izabal,Livingston,1-342-29591-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,782,5358,7/24/2024,Adriana Rojas,Baja Verapaz,Rabinal,1-5403-0574-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,108,7894,7/9/2024,Ignacio Martinez,Santa Rosa,San Juan Tecuaco,1-03-280826-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,185,3072,7/31/2024,Maria Gonzalez,Escuintla,Escuintla,0-2288-4735-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,613,4399,4/11/2024,Fabiola Campos,Santa Rosa,Barberena,1-04-804318-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,340,7341,5/20/2024,Gustavo Perez,Santa Rosa,Oratorio,1-64986-947-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,939,6214,7/23/2024,Hugo Perez,Santa Rosa,Oratorio,0-408-64791-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,655,3490,4/19/2024,Ricardo Cortes,Guatemala,Mixco,1-5492-6160-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,620,7085,5/25/2024,Martin Acosta,San Marcos,San Marcos,0-05-798292-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,827,2214,5/7/2024,Adrian Morales,Chiquimula,Chiquimula,0-310-18070-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,689,3262,6/21/2024,Julia Cabrera,Baja Verapaz,Cubulco,1-71552-375-X
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,655,2014,4/24/2024,Adrian Vargas,Guatemala,Guatemala City,0-267-05432-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,747,3281,5/31/2024,Pedro Fernandez,San Marcos,San Marcos,1-250-51464-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,190,6773,9/6/2024,Cecilia Velasquez,Retalhuleu,San Sebastian,0-474-63821-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,239,6783,4/1/2024,Elena Reyes,Retalhuleu,San Felipe,0-04-903582-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,999,7281,8/17/2024,Marcela Rodriguez,Alta Verapaz,Santa Cruz Verapaz,0-02-509085-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,978,7911,8/13/2024,Tomas Aguilar,Chimaltenango,Chimaltenango,1-63528-444-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,290,5231,1/21/2024,Jorge Medina,San Marcos,Tejutla,1-86718-947-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,515,5182,2/11/2024,Francisco Vega,Zacapa,Zacapa,0-403-01104-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,944,6404,4/14/2024,Juan Molina,Solola,Solola,1-333-64689-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,892,2178,2/24/2024,Pedro Campos,Escuintla,Santa Lucia Cotzumalguapa,1-9788-5635-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,206,2606,6/17/2024,Andrea Pacheco,Sacatepequez,Sumpango,0-480-73184-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,941,2377,3/19/2024,Pablo Ramos,Totonicapan,San Bartolo,0-12-556254-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,987,1173,6/18/2024,Samuel Sanchez,Jalapa,Monjas,0-288-19138-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,939,1653,4/24/2024,Estela Ortiz,Solola,San Lucas Toliman,0-319-21926-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,423,3826,1/17/2024,Marcelo Molina,Santa Rosa,Oratorio,0-01-675171-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,494,7152,6/12/2024,Jose Ponce,Zacapa,Gualan,1-192-68851-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,472,7430,3/11/2024,Andres Chavez,Suchitepequez,Mazatenango,1-192-77645-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,850,3824,3/18/2024,Lucia Aguilar,Sacatepequez,Sumpango,1-219-50397-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,506,605,5/25/2024,Silvia Rivera,El Progreso,San Antonio La Paz,0-16-490419-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,702,5926,6/8/2024,Andres Leon,Escuintla,Santa Lucia Cotzumalguapa,0-15-085905-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,212,954,4/11/2024,Esperanza Romero,Sacatepequez,Ciudad Vieja,1-72911-653-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,268,5092,6/30/2024,Ignacio Garcia,Santa Rosa,San Juan Tecuaco,1-4567-9606-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,959,3232,7/22/2024,Claudia Vazquez,San Marcos,Sibinal,1-372-75456-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,405,1905,8/16/2024,Pilar Medina,Peten,Sayaxche,0-7448-5291-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,252,4880,3/3/2024,Luisa Rojas,Escuintla,Santa Lucia Cotzumalguapa,0-338-91905-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,129,3230,7/3/2024,Esperanza Perez,Jutiapa,El Progreso,1-68267-779-6
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,700,6100,7/1/2024,Ruth Sanchez,Retalhuleu,San Sebastian,1-949551-75-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,407,1431,8/20/2024,Luisa Jimenez,Izabal,Los Amates,0-17-922982-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,160,5911,6/9/2024,Beatriz Espinoza,San Marcos,Tejutla,1-77704-496-0
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,286,6828,2/9/2024,Carmen Diaz,Quetzaltenango,San Carlos Sija,1-66406-866-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,444,2152,6/10/2024,Felipe Fernandez,Escuintla,La Gomera,0-620-48397-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,483,7576,7/13/2024,Ricardo Vazquez,Guatemala,Guatemala City,0-375-00202-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,526,3948,2/17/2024,Mirta Chavez,Huehuetenango,Huehuetenango,0-7064-5191-0
